time,Şaşvat karagöl - Artvin_temp,Şaşvat karagöl - Artvin_prcp,Şaşvat karagöl - Artvin_snow,Şaşvat karagöl - Artvin_rain,Şaşvat karagöl - Artvin_tmin,Şaşvat karagöl - Artvin_tmax,Şaşvat karagöl - Artvin_wspd,Şaşvat karagöl - Artvin_rhum
2024-11-03,1.92,6.98,6.98,0.0,-1.66,6.13,12.26,78.69
2024-11-04,-2.29,4.07,4.07,0.0,-4.6,1.77,7.77,85.5
2024-11-05,-2.41,28.88,28.88,0.0,-4.38,-0.01,16.22,85.83
2024-11-06,-3.7,15.11,15.11,0.0,-6.85,1.03,8.87,80.84
2024-11-07,-3.56,0.0,0.0,0.0,-7.13,2.16,9.84,75.14
2024-11-08,-2.85,0.0,0.0,0.0,-7.07,2.88,10.28,74.83
2024-11-09,-1.75,0.0,0.0,0.0,-5.43,4.49,9.68,70.69
2024-11-10,-0.56,0.0,0.0,0.0,-5.05,5.66,10.95,61.82
2024-11-11,0.36,0.0,0.0,0.0,-3.04,5.27,9.16,63.53
2024-11-12,-0.01,0.03,0.03,0.0,-3.56,5.46,7.27,73.12
2024-11-13,-0.89,0.0,0.0,0.0,-4.93,5.82,8.53,70.2
2024-11-14,-0.87,0.0,0.0,0.0,-4.86,5.42,8.0,66.81
2024-11-15,0.64,0.0,0.0,0.0,-3.69,6.4,9.11,62.3
2024-11-16,0.31,21.36,21.36,0.0,-2.18,4.75,10.0,80.1
2024-11-17,-1.17,1.56,1.56,0.0,-4.75,4.17,9.2,76.03
2024-11-18,1.89,1.43,1.43,0.0,-2.76,8.11,13.83,69.88
2024-11-19,0.75,12.73,12.73,0.0,-1.11,2.92,7.08,88.1
2024-11-20,1.51,0.0,0.0,0.0,-1.87,6.56,11.11,77.78
2024-11-21,2.78,0.0,0.0,0.0,-0.81,9.79,15.74,64.27
2024-11-22,2.54,0.03,0.0,0.03,-0.6,6.46,11.36,68.73
2024-11-23,4.07,0.0,0.0,0.0,0.06,10.27,16.43,63.73
2024-11-24,-0.15,11.0,11.0,0.0,-3.11,5.52,13.18,86.83
2024-11-25,-3.92,16.9,16.9,0.0,-5.54,-2.19,10.44,90.48
2024-11-26,-4.62,8.96,8.96,0.0,-6.92,-1.56,9.32,84.92
2024-11-27,-3.54,36.1,36.1,0.0,-4.6,-1.8,12.5,90.59
2024-11-28,-4.92,24.38,24.38,0.0,-7.27,-3.03,14.45,85.69
2024-11-29,-4.95,1.52,1.52,0.0,-7.55,-1.06,8.51,78.23
2024-11-30,-6.09,0.0,0.0,0.0,-8.84,-0.72,9.47,70.71
2024-12-01,-5.95,0.0,0.0,0.0,-9.82,0.51,9.88,67.82
2024-12-02,-6.41,0.0,0.0,0.0,-9.41,-1.25,11.31,68.4
2024-12-03,-5.83,0.0,0.0,0.0,-9.81,0.35,12.66,68.25
2024-12-04,-5.24,0.0,0.0,0.0,-8.67,0.44,15.14,55.28
2024-12-05,-4.32,0.0,0.0,0.0,-7.72,1.59,11.26,60.61
2024-12-06,-4.05,0.08,0.08,0.0,-6.99,1.64,9.4,68.62
2024-12-07,-2.1,0.0,0.0,0.0,-6.32,3.24,16.91,59.43
2024-12-08,-0.42,0.0,0.0,0.0,-3.72,4.23,15.98,56.23
2024-12-09,-0.42,0.0,0.0,0.0,-3.11,4.79,13.17,65.73
2024-12-10,-1.69,0.0,0.0,0.0,-4.75,3.19,16.39,67.7
2024-12-14,-10.95,35.54,35.54,0.0,-12.56,-9.06,16.75,79.28
2024-12-15,-9.8,4.99,4.99,0.0,-13.91,-5.77,20.11,57.39
2024-12-16,-7.95,6.73,6.73,0.0,-10.85,-4.49,13.38,67.44
2024-12-17,-6.59,9.44,9.44,0.0,-8.54,-3.42,12.62,85.81
2024-12-18,-4.28,26.16,26.16,0.0,-7.41,-2.0,17.57,90.18
2024-12-19,-3.09,8.86,8.86,0.0,-7.35,-0.35,12.7,83.07
2024-12-20,-4.91,0.0,0.0,0.0,-7.7,0.06,13.47,67.83
2024-12-21,-4.27,0.0,0.0,0.0,-8.05,1.24,15.73,59.59
2024-12-22,-3.4,0.25,0.25,0.0,-5.9,0.72,15.87,57.24
2024-12-23,-3.12,0.03,0.03,0.0,-6.68,1.83,15.64,66.69
2024-12-24,-1.12,0.06,0.06,0.0,-3.93,3.32,15.68,66.42
2024-12-25,-0.86,0.0,0.0,0.0,-3.58,4.42,17.43,64.47
2024-12-26,-1.01,0.0,0.0,0.0,-3.2,2.66,15.22,59.36
2024-12-27,-1.64,0.19,0.19,0.0,-3.85,1.47,10.16,69.32
2024-12-28,-2.5,12.96,12.96,0.0,-4.17,-0.95,9.35,89.39
2024-12-29,-4.59,8.19,8.19,0.0,-6.28,-2.05,6.1,87.43
2024-12-30,-4.69,0.0,0.0,0.0,-7.0,-0.85,6.59,78.93
2024-12-31,-5.21,1.16,1.16,0.0,-6.33,-3.9,5.99,83.3
2025-01-01,-4.82,1.04,1.04,0.0,-7.11,-2.05,5.7,84.21
2025-01-02,-4.7,0.0,0.0,0.0,-8.31,0.26,12.53,69.46
2025-01-03,-4.99,0.0,0.0,0.0,-8.28,0.72,13.68,53.14
2025-01-04,-5.57,0.0,0.0,0.0,-9.57,0.14,13.72,50.85
2025-01-05,-5.14,4.22,4.22,0.0,-8.32,-0.75,9.59,68.02
2025-01-06,-5.55,6.37,6.37,0.0,-8.54,-1.56,6.41,81.3
2025-01-07,-4.5,0.0,0.0,0.0,-8.58,0.87,13.73,62.72
2025-01-08,-2.86,0.0,0.0,0.0,-6.49,2.82,12.74,57.47
2025-01-09,-2.85,0.0,0.0,0.0,-6.29,2.63,10.52,59.26
2025-01-10,-2.27,0.0,0.0,0.0,-5.95,2.82,11.29,59.89
2025-01-11,-2.65,0.0,0.0,0.0,-6.85,2.68,9.65,61.0
2025-01-12,-2.96,0.0,0.0,0.0,-6.91,3.47,11.5,58.75
2025-01-13,-1.73,0.0,0.0,0.0,-5.36,2.84,15.06,61.14
2025-01-14,-3.2,2.45,2.45,0.0,-5.98,0.39,7.18,79.94
2025-01-15,-2.91,0.96,0.96,0.0,-6.0,0.31,6.08,81.05
2025-01-16,-3.92,10.68,10.68,0.0,-6.16,-2.27,7.49,87.92
2025-01-17,-5.87,10.87,10.87,0.0,-7.32,-4.23,11.59,87.42
2025-01-18,-5.83,6.33,6.33,0.0,-7.35,-4.53,11.83,84.82
2025-01-19,-5.6,32.3,32.3,0.0,-6.83,-3.79,15.41,88.36
2025-01-20,-7.25,17.9,17.9,0.0,-8.74,-5.5,12.56,85.21
2025-01-21,-6.61,0.9,0.9,0.0,-10.81,-1.73,10.8,69.46
2025-01-22,-4.21,0.0,0.0,0.0,-8.01,0.96,14.53,54.4
2025-01-23,-3.91,0.0,0.0,0.0,-6.76,-0.04,9.22,57.06
2025-01-24,-4.46,0.0,0.0,0.0,-7.4,-0.93,8.43,71.25
2025-01-25,-3.91,0.0,0.0,0.0,-7.38,1.46,11.49,65.68
2025-01-26,-4.81,0.47,0.47,0.0,-7.41,-1.27,8.79,68.97
2025-01-27,-5.5,0.0,0.0,0.0,-8.9,0.08,8.77,66.5
2025-01-28,-4.61,0.0,0.0,0.0,-9.04,0.92,11.07,54.5
2025-01-29,-4.4,0.0,0.0,0.0,-8.66,2.2,13.41,44.36
2025-01-30,-3.57,0.0,0.0,0.0,-7.8,3.2,11.83,42.11
2025-01-31,-3.27,0.0,0.0,0.0,-7.48,3.17,10.61,51.29
2025-02-01,-4.2,0.0,0.0,0.0,-8.47,2.24,7.08,56.02
2025-02-02,-4.82,0.0,0.0,0.0,-8.65,0.68,7.95,65.9
2025-02-03,-5.07,0.0,0.0,0.0,-9.12,0.56,7.81,66.78
2025-02-04,-5.87,5.93,5.93,0.0,-9.55,-0.54,9.22,69.32
2025-02-05,-6.52,3.81,3.81,0.0,-8.7,-3.58,6.24,84.17
2025-02-06,-6.84,3.18,3.18,0.0,-8.6,-5.12,8.39,85.82
2025-02-07,-5.9,0.88,0.88,0.0,-8.85,-1.82,6.84,82.44
2025-02-08,-6.22,0.48,0.48,0.0,-9.34,-2.66,6.41,83.3
2025-02-09,-6.44,0.17,0.17,0.0,-10.59,-2.19,6.2,78.65
2025-02-10,-7.72,0.0,0.0,0.0,-11.62,-2.03,7.76,72.21
2025-02-11,-7.41,0.0,0.0,0.0,-11.97,-1.24,8.0,64.43
2025-02-12,-6.58,0.08,0.08,0.0,-11.2,0.23,8.94,61.89
2025-02-13,-5.3,0.74,0.74,0.0,-9.69,0.07,8.29,67.36
2025-02-14,-6.59,7.31,7.31,0.0,-9.2,-4.58,9.7,86.16
2025-02-15,-5.11,0.0,0.0,0.0,-9.77,0.21,10.74,66.75
2025-02-16,-3.57,0.0,0.0,0.0,-8.02,1.79,9.88,58.56
2025-02-17,-2.83,0.0,0.0,0.0,-7.75,2.77,7.58,66.17
2025-02-18,-3.56,7.32,7.32,0.0,-6.57,0.65,10.38,73.27
2025-02-19,-7.29,18.96,18.96,0.0,-9.73,-4.6,9.41,86.27
2025-02-20,-10.1,15.92,15.92,0.0,-11.59,-8.73,10.92,86.11
2025-02-21,-12.39,5.28,5.28,0.0,-14.55,-9.96,8.66,79.96
2025-02-22,-13.15,2.04,2.04,0.0,-16.21,-9.02,8.7,75.52
2025-02-23,-12.87,6.11,6.11,0.0,-16.17,-8.27,12.84,72.96
2025-02-24,-12.88,14.7,14.7,0.0,-16.23,-10.35,15.37,80.59
2025-02-25,-10.43,14.19,14.19,0.0,-12.81,-7.72,15.44,75.33
2025-02-26,-11.02,19.52,19.52,0.0,-12.6,-9.03,13.34,83.1
2025-02-27,-10.17,8.79,8.79,0.0,-13.81,-6.01,8.25,76.61
2025-02-28,-11.0,2.71,2.71,0.0,-16.11,-2.84,10.49,61.48
2025-03-01,-8.94,3.03,3.03,0.0,-11.09,-6.29,7.85,82.07
2025-03-02,-8.02,0.98,0.98,0.0,-11.67,-3.17,9.02,62.62
2025-03-03,-7.17,4.4,4.4,0.0,-10.62,-3.49,10.92,69.87
2025-03-04,-6.89,1.58,1.58,0.0,-9.79,-2.51,6.93,79.92
2025-03-05,-5.99,0.0,0.0,0.0,-11.06,0.61,8.42,68.5
2025-03-06,-5.13,0.0,0.0,0.0,-10.01,0.41,8.37,64.25
2025-03-07,-3.18,0.0,0.0,0.0,-8.84,3.96,6.59,57.0
2025-03-08,-1.84,0.0,0.0,0.0,-5.96,4.48,7.76,58.79
2025-03-09,-0.19,0.0,0.0,0.0,-5.76,6.72,8.11,60.29
2025-03-10,0.16,0.0,0.0,0.0,-4.36,7.06,6.71,60.65
2025-03-11,0.67,0.0,0.0,0.0,-5.31,7.27,6.35,61.67
2025-03-12,3.74,0.0,0.0,0.0,-2.64,12.81,14.87,45.47
2025-03-13,4.99,0.0,0.0,0.0,-2.17,13.04,14.72,38.35
2025-03-14,5.44,0.0,0.0,0.0,-0.7,13.75,13.79,38.53
2025-03-15,5.42,0.0,0.0,0.0,-1.31,12.61,13.78,43.53
2025-03-16,6.24,0.0,0.0,0.0,0.24,13.66,14.53,45.7
2025-03-17,5.97,0.0,0.0,0.0,0.02,12.41,13.64,52.4
2025-03-18,1.0,0.0,0.0,0.0,-3.47,6.32,11.85,66.16
2025-03-19,-4.3,0.0,0.0,0.0,-7.01,-1.15,8.7,75.12
2025-03-20,-6.02,1.41,1.41,0.0,-7.82,-3.91,8.43,78.98
2025-03-21,-5.42,1.49,1.49,0.0,-7.59,-3.01,7.54,81.44
2025-03-22,-5.55,10.72,10.72,0.0,-7.63,-3.66,9.14,87.0
2025-03-23,-3.95,1.17,1.17,0.0,-6.91,-0.6,7.67,76.86
2025-03-24,-2.63,0.0,0.0,0.0,-8.5,3.77,8.87,59.34
2025-03-25,1.16,0.0,0.0,0.0,-5.36,8.66,9.43,52.65
2025-03-26,4.25,0.85,0.0,0.85,-0.44,8.75,9.14,69.29
2025-03-27,5.33,0.0,0.0,0.0,1.75,10.05,11.37,69.02
2025-03-28,8.87,0.0,0.0,0.0,1.18,15.21,13.39,52.56
2025-03-29,9.8,0.06,0.0,0.06,4.11,17.39,15.18,49.71
2025-03-30,8.28,0.82,0.0,0.82,2.4,16.88,13.45,60.3
2025-03-31,3.8,5.23,0.0,5.23,0.78,7.36,8.04,81.21
2025-04-01,7.15,2.39,0.0,2.39,-0.56,13.89,11.43,59.03
2025-04-02,7.16,2.9,0.0,2.9,2.95,12.86,13.19,59.87
2025-04-03,2.37,9.78,0.0,9.78,0.06,6.78,9.86,84.09
2025-04-04,2.56,2.01,0.0,2.01,-0.64,7.81,6.3,81.27
2025-04-05,2.77,1.69,0.0,1.69,-0.64,7.23,8.09,76.22
2025-04-06,4.45,1.16,0.0,1.16,-0.82,10.4,10.97,67.36
2025-04-07,6.58,2.96,0.0,2.96,1.6,11.83,14.18,60.51
2025-04-08,1.26,3.56,3.56,0.0,-1.21,7.2,10.93,78.76
2025-04-09,0.17,8.48,8.48,0.0,-4.33,4.21,12.73,81.98
2025-04-10,-4.83,10.86,10.86,0.0,-6.4,-3.39,9.58,85.43
2025-04-11,-2.21,1.12,1.12,0.0,-8.11,3.85,9.86,68.85
2025-04-12,-4.93,9.86,9.86,0.0,-8.56,-1.89,10.15,78.41
2025-04-13,-2.89,0.5,0.5,0.0,-7.5,2.28,9.37,76.5
2025-04-14,-2.21,2.0,2.0,0.0,-4.79,1.59,7.47,82.58
2025-04-15,-2.88,11.58,11.58,0.0,-4.44,-0.92,8.46,89.94
2025-04-16,-1.7,2.35,2.35,0.0,-3.97,0.96,8.79,86.67
2025-04-17,1.87,0.31,0.31,0.0,-3.41,8.03,7.69,78.29
2025-04-18,3.14,0.0,0.0,0.0,-2.34,10.57,7.55,65.26
2025-04-19,5.81,0.0,0.0,0.0,-0.41,11.74,10.78,64.13
2025-04-20,4.99,4.77,0.0,4.77,0.2,12.52,11.55,76.42
2025-04-21,4.34,4.95,0.0,4.95,-0.02,8.83,6.77,80.83
2025-04-22,6.13,0.52,0.0,0.52,0.52,11.61,7.19,75.93
2025-04-23,5.08,3.55,0.0,3.55,2.14,10.21,7.92,81.21
2025-04-24,5.68,1.17,0.0,1.17,1.84,11.42,8.18,77.36
2025-04-25,6.0,4.92,0.0,4.92,2.35,10.54,11.94,76.29
2025-04-26,5.49,3.08,0.0,3.08,1.19,12.13,9.12,75.29
2025-04-27,3.62,9.54,0.0,9.54,1.45,6.64,7.45,86.62
2025-04-28,0.22,2.2,2.2,0.0,-2.33,3.99,10.55,85.25
2025-04-29,0.59,0.0,0.0,0.0,-3.42,4.53,6.64,76.18
2025-04-30,2.38,3.14,0.0,3.14,-1.28,7.41,7.25,76.7
2025-05-01,6.16,0.52,0.0,0.52,-0.52,12.69,9.2,69.05
2025-05-02,5.75,5.85,0.0,5.85,2.4,10.32,11.33,78.85
2025-05-03,3.41,1.61,0.0,1.61,0.59,6.72,8.14,84.49
2025-05-04,4.79,2.02,0.0,2.02,0.74,10.62,7.86,77.59
2025-05-05,5.07,3.9,0.0,3.9,0.32,9.91,6.39,79.16
2025-05-06,6.1,1.66,0.0,1.66,1.89,10.9,7.44,72.5
2025-05-07,8.61,0.0,0.0,0.0,0.35,15.29,9.27,52.2
2025-05-08,9.04,0.13,0.0,0.13,4.38,14.4,9.11,61.3
2025-05-09,11.33,0.0,0.0,0.0,4.27,19.1,11.76,55.95
2025-05-10,10.93,0.1,0.0,0.1,4.75,18.34,8.76,62.64
2025-05-11,6.93,1.88,0.0,1.88,3.78,12.01,9.1,80.95
2025-05-12,7.0,6.35,0.0,6.35,3.02,13.05,8.37,83.09
2025-05-13,3.4,18.48,0.0,18.48,1.1,5.47,8.94,92.6
2025-05-14,1.61,7.1,7.1,0.0,-0.23,4.53,8.45,88.19
2025-05-15,1.01,8.57,8.57,0.0,-2.36,4.64,7.33,89.04
2025-05-16,5.9,0.31,0.0,0.31,-1.84,13.01,9.2,67.13
2025-05-17,12.57,0.0,0.0,0.0,4.54,20.72,14.58,49.47
2025-05-18,8.41,4.5,0.0,4.5,5.26,13.32,9.92,75.75
2025-05-19,4.24,8.53,0.0,8.53,1.54,6.76,8.79,84.79
2025-05-20,6.96,0.55,0.0,0.55,-0.16,13.42,10.39,70.41
2025-05-21,5.33,0.11,0.0,0.11,1.49,9.85,8.55,76.24
2025-05-22,7.29,0.0,0.0,0.0,0.12,13.62,8.04,65.17
2025-05-23,9.89,0.03,0.0,0.03,3.81,15.96,7.67,67.64
2025-05-24,10.71,0.75,0.0,0.75,5.31,16.24,8.42,65.94
2025-05-25,10.85,0.0,0.0,0.0,4.44,16.75,8.6,55.12
2025-05-26,13.54,0.0,0.0,0.0,6.7,20.05,10.72,55.92
2025-05-27,10.71,1.95,0.0,1.95,6.55,16.35,9.67,71.12
2025-05-28,7.79,6.18,0.0,6.18,4.59,11.31,9.89,85.36
2025-05-29,8.15,1.12,0.0,1.12,4.67,12.65,7.81,80.6
2025-05-30,7.16,2.08,0.0,2.08,4.44,11.1,8.08,81.1
2025-05-31,8.8,2.41,0.0,2.41,3.65,13.65,8.55,72.66
2025-06-01,10.04,0.3,0.0,0.3,5.94,15.63,7.49,71.32
2025-06-02,7.45,5.03,0.0,5.03,5.09,9.8,8.9,87.05
2025-06-03,7.33,1.91,0.0,1.91,4.58,10.68,8.99,84.61
2025-06-04,8.41,0.36,0.0,0.36,5.88,12.11,9.01,81.0
2025-06-05,8.8,0.0,0.0,0.0,4.16,13.06,8.06,78.53
2025-06-06,9.55,0.0,0.0,0.0,4.89,14.33,8.77,76.32
2025-06-07,9.78,0.0,0.0,0.0,4.51,15.02,8.1,72.51
2025-06-08,11.03,0.0,0.0,0.0,5.4,18.67,8.06,67.68
2025-06-09,11.42,0.1,0.0,0.1,6.99,16.23,6.79,74.53
2025-06-10,11.14,1.04,0.0,1.04,6.33,15.95,7.53,77.4
2025-06-11,12.34,0.03,0.0,0.03,7.4,17.22,7.01,75.39
2025-06-12,13.1,0.19,0.0,0.19,8.53,17.38,7.42,75.49
2025-06-13,12.32,2.97,0.0,2.97,7.61,17.98,7.62,79.53
2025-06-14,9.09,14.07,0.0,14.07,6.31,13.12,9.89,88.31
2025-06-15,6.8,8.16,0.0,8.16,4.93,9.54,9.02,86.63
2025-06-16,7.08,3.82,0.0,3.82,3.02,11.52,11.1,77.18
2025-06-17,6.32,8.03,0.0,8.03,3.26,9.94,10.04,78.44
2025-06-18,8.45,0.31,0.0,0.31,2.93,13.68,9.96,74.52
2025-06-19,9.34,0.0,0.0,0.0,3.57,15.44,9.61,72.5
2025-06-20,10.56,0.0,0.0,0.0,4.61,16.85,8.31,70.98
2025-06-21,10.68,0.03,0.0,0.03,5.83,16.04,10.35,72.0
2025-06-22,8.59,7.81,0.0,7.81,5.51,13.04,9.17,77.63
2025-06-23,8.52,2.49,0.0,2.49,5.23,12.62,8.98,75.44
2025-06-24,9.17,0.0,0.0,0.0,3.5,14.56,10.52,68.43
2025-06-25,10.74,0.0,0.0,0.0,3.95,17.3,8.91,60.98
2025-06-26,12.51,0.0,0.0,0.0,6.19,19.41,9.05,57.83
2025-06-27,12.55,0.0,0.0,0.0,7.23,18.69,9.5,63.02
2025-06-28,12.55,0.0,0.0,0.0,6.21,18.35,9.24,65.99
2025-06-29,9.7,2.48,0.0,2.48,7.24,13.61,9.78,83.81
2025-06-30,7.61,6.0,0.0,6.0,5.71,10.06,10.7,83.97
2025-07-01,10.44,0.4,0.0,0.4,4.95,15.43,10.48,73.49
2025-07-02,9.17,1.11,0.0,1.11,6.24,12.01,10.72,78.17
2025-07-03,7.68,4.96,0.0,4.96,5.17,11.57,9.84,82.11
2025-07-04,6.68,10.18,0.0,10.18,4.74,8.91,8.5,85.77
2025-07-05,8.14,7.52,0.0,7.52,5.13,11.78,9.39,85.69
2025-07-06,10.7,1.0,0.0,1.0,6.84,14.92,8.94,80.95
2025-07-07,12.4,0.19,0.0,0.19,6.85,17.67,7.78,77.51
2025-07-08,14.16,0.0,0.0,0.0,8.28,20.69,8.76,73.92
2025-07-09,14.97,0.19,0.0,0.19,9.66,21.25,8.05,73.03
2025-07-10,15.63,2.5,0.0,2.5,10.47,22.08,9.05,73.03
2025-07-11,15.1,0.03,0.0,0.03,10.25,19.86,7.66,79.17
2025-07-12,16.11,0.0,0.0,0.0,11.96,20.38,6.94,76.76
2025-07-13,15.83,0.37,0.0,0.37,11.96,19.96,6.91,80.2
2025-07-14,16.22,0.15,0.0,0.15,12.61,21.0,7.44,80.91
2025-07-15,14.45,2.29,0.0,2.29,11.84,17.72,6.66,84.0
2025-07-16,14.36,3.31,0.0,3.31,11.92,18.55,6.83,82.0
2025-07-17,14.78,5.8,0.0,5.8,11.16,19.3,6.76,81.9
2025-07-18,16.87,0.0,0.0,0.0,9.98,23.8,8.17,70.07
2025-07-19,14.99,2.03,0.0,2.03,11.07,20.09,7.47,77.2
2025-07-20,15.12,5.83,0.0,5.83,10.74,20.04,7.89,82.6
2025-07-21,14.56,5.86,0.0,5.86,11.85,19.29,7.45,85.73
2025-07-22,15.58,3.75,0.0,3.75,11.82,19.69,7.68,83.44
2025-07-23,15.59,0.03,0.0,0.03,11.81,20.1,7.44,81.43
2025-07-24,15.75,0.0,0.0,0.0,11.74,20.41,7.86,80.92
2025-07-25,15.38,0.0,0.0,0.0,10.79,20.15,9.47,77.12
2025-07-26,15.1,0.03,0.0,0.03,12.13,19.37,8.35,80.33
2025-07-27,16.82,0.0,0.0,0.0,12.05,21.77,7.09,77.26
2025-07-28,18.08,0.0,0.0,0.0,12.2,25.07,7.23,67.83
2025-07-29,20.12,0.0,0.0,0.0,13.13,26.4,7.87,58.85
2025-07-30,18.76,0.0,0.0,0.0,13.73,24.6,8.17,64.86
2025-07-31,18.25,0.95,0.0,0.95,14.7,22.89,7.66,80.77
2025-08-01,18.02,2.47,0.0,2.47,15.04,22.61,7.83,81.52
2025-08-02,17.86,2.29,0.0,2.29,13.95,23.39,9.03,79.7
2025-08-03,16.21,0.88,0.0,0.88,13.06,20.11,7.89,79.14
2025-08-04,16.28,0.57,0.0,0.57,13.1,20.26,8.45,82.29
2025-08-05,16.48,1.92,0.0,1.92,13.23,21.1,7.28,81.34
2025-08-06,16.6,0.08,0.0,0.08,12.72,21.24,7.37,77.56
2025-08-07,16.79,0.98,0.0,0.98,13.14,22.09,7.91,77.0
2025-08-08,16.24,2.08,0.0,2.08,12.97,20.81,9.4,80.05
2025-08-09,15.47,6.63,0.0,6.63,12.54,19.19,9.12,81.33
2025-08-10,13.29,4.37,0.0,4.37,9.73,17.05,9.27,83.59
2025-08-11,13.43,0.12,0.0,0.12,7.74,18.72,10.28,73.83
2025-08-12,12.44,0.39,0.0,0.39,9.24,16.55,11.02,77.0
2025-08-13,12.69,0.0,0.0,0.0,7.77,18.5,9.84,76.07
2025-08-14,12.95,0.0,0.0,0.0,8.09,18.64,9.4,73.56
2025-08-15,12.39,0.0,0.0,0.0,7.6,18.57,9.71,72.99
2025-08-16,12.14,0.21,0.0,0.21,7.41,17.38,10.09,73.12
2025-08-17,13.64,0.0,0.0,0.0,7.92,20.5,9.43,70.79
2025-08-18,15.49,0.0,0.0,0.0,10.0,22.35,8.83,66.19
2025-08-19,14.56,0.0,0.0,0.0,8.77,20.54,8.98,67.87
2025-08-20,15.08,0.25,0.0,0.25,9.73,20.99,9.79,73.37
2025-08-21,13.46,21.6,0.0,21.6,9.99,17.98,10.78,80.55
2025-08-22,13.7,0.0,0.0,0.0,7.92,19.96,9.25,72.29
2025-08-23,16.56,0.0,0.0,0.0,10.47,24.2,11.55,62.57
2025-08-24,15.23,0.03,0.0,0.03,9.93,20.41,10.09,67.06
2025-08-25,13.21,7.22,0.0,7.22,10.59,17.21,9.88,82.63
2025-08-26,11.86,0.91,0.0,0.91,9.72,14.96,9.12,81.47
2025-08-27,12.41,0.76,0.0,0.76,9.29,16.98,8.87,80.22
2025-08-28,13.02,0.88,0.0,0.88,9.34,17.35,7.87,79.45
2025-08-29,14.93,0.0,0.0,0.0,9.99,20.64,8.61,73.4
2025-08-30,17.99,0.0,0.0,0.0,12.2,26.11,9.58,67.2
2025-08-31,17.26,0.0,0.0,0.0,11.45,24.27,9.0,66.94
2025-09-01,17.88,0.0,0.0,0.0,12.48,24.52,8.26,67.78
2025-09-02,15.95,0.27,0.0,0.27,12.31,21.16,8.26,76.94
2025-09-03,13.36,24.59,0.0,24.59,10.34,17.94,8.19,85.79
2025-09-04,12.91,3.25,0.0,3.25,9.42,17.69,7.99,82.42
2025-09-05,13.06,0.91,0.0,0.91,9.25,17.74,6.48,80.6
2025-09-06,13.79,0.0,0.0,0.0,9.28,19.26,7.42,75.99
2025-09-07,12.42,9.84,0.0,9.84,9.16,16.06,6.63,84.04
2025-09-08,12.39,1.53,0.0,1.53,8.98,16.92,7.65,81.84
2025-09-09,11.49,7.63,0.0,7.63,7.98,15.93,9.18,84.68
2025-09-10,9.89,9.5,0.0,9.5,7.22,13.75,9.13,84.41
2025-09-11,9.14,1.82,0.0,1.82,5.28,14.28,10.22,81.98
2025-09-12,9.3,0.15,0.0,0.15,5.98,14.5,9.27,81.0
2025-09-13,9.33,0.28,0.0,0.28,4.88,14.63,9.68,77.64
2025-09-14,9.53,1.98,0.0,1.98,5.78,13.98,7.8,78.17
2025-09-15,10.38,0.0,0.0,0.0,5.79,16.12,8.98,74.5
2025-09-16,9.29,0.0,0.0,0.0,3.77,15.33,9.85,75.32
2025-09-17,9.11,11.61,0.0,11.61,5.47,14.6,6.73,79.23
2025-09-18,9.34,12.28,0.0,12.28,4.75,14.64,11.83,75.58
2025-09-19,5.32,20.33,0.0,20.33,3.37,9.02,12.25,84.06
2025-09-20,6.72,31.01,0.0,31.01,4.05,9.77,17.14,83.94
2025-09-21,4.62,8.93,0.0,8.93,2.06,8.4,12.18,79.13
2025-09-22,5.85,0.0,0.0,0.0,0.34,12.74,9.8,74.59
2025-09-23,8.54,0.0,0.0,0.0,2.83,15.93,8.74,67.4
2025-09-24,9.2,0.0,0.0,0.0,4.15,15.91,7.78,65.32
2025-09-25,7.78,0.0,0.0,0.0,3.34,13.37,7.95,72.94
2025-09-26,7.65,1.78,0.0,1.78,5.25,11.22,7.96,83.9
2025-09-27,5.65,3.39,0.0,3.39,3.62,8.19,7.32,86.36
2025-09-28,6.98,0.54,0.0,0.54,3.49,11.98,6.24,78.35
2025-09-29,9.33,0.0,0.0,0.0,5.11,16.38,9.84,68.73
2025-09-30,6.93,11.54,0.0,11.54,4.95,9.71,7.2,87.11
2025-10-01,6.6,1.25,0.0,1.25,3.71,10.21,6.7,82.86
2025-10-02,6.49,2.8,0.0,2.8,3.86,10.35,5.45,83.58
2025-10-03,9.15,0.0,0.0,0.0,3.95,16.05,9.78,69.4
2025-10-04,11.87,0.0,0.0,0.0,6.1,20.09,10.92,58.45
2025-10-05,9.98,0.0,0.0,0.0,5.55,16.57,9.88,67.67
2025-10-06,9.19,0.0,0.0,0.0,5.35,14.81,6.44,80.69
2025-10-07,10.62,0.0,0.0,0.0,5.72,16.93,8.66,64.29
2025-10-08,11.92,0.0,0.0,0.0,7.41,18.83,9.93,58.75
2025-10-09,9.69,2.55,0.0,2.55,4.94,15.92,10.12,68.09
2025-10-10,4.2,25.8,0.0,25.8,2.0,7.13,9.37,82.46
2025-10-11,3.9,1.68,0.0,1.68,1.65,8.1,7.53,76.81
2025-10-12,4.0,4.75,0.0,4.75,0.56,9.66,11.47,78.43
2025-10-13,1.87,19.12,19.12,0.0,-0.02,3.3,9.22,90.24
2025-10-14,3.25,0.0,0.0,0.0,-1.29,10.1,10.11,73.09
2025-10-15,4.5,0.0,0.0,0.0,0.52,9.29,7.99,74.52
2025-10-16,4.16,0.3,0.0,0.3,0.54,8.38,7.61,82.14
